ANO_OCORRENCIA;MES_OCORRENCIA;UF;MUNICIPIO;ESPECIE_ARMA;MARCA_ARMA;CALIBRE_ARMA;TIPO_OCORRENCIA;MAIS_1000_MIL_HAB;TOTAL;DATA
2025;1;SP;PRESIDENTE PRUDENTE                ;Pistola                                           ;SIG SAUER (SIG SAUER GMBH)                                            ;9 mm                                              ;Apreensão de Arma de Fogo;S;1;2025-01-01
2025;1;SP;PRESIDENTE PRUDENTE                ;Revolver                                          ;COLT                                                                  ;.32                                               ;Apostilada no Exercito;S;1;2025-01-01
2025;1;SP;RIBEIRÃO PRETO                     ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Campanha do Desarmamento;S;1;2025-01-01
2025;1;SP;RIBEIRÃO PRETO                     ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Campanha do Desarmamento;S;1;2025-01-01
2025;1;SP;SANTANA DE PARNAÍBA                ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apostilada no Exercito;S;1;2025-01-01
2025;1;SP;SANTOS                             ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Apostilada no Exercito;S;1;2025-01-01
2025;1;SP;SOROCABA                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apostilada no Exercito;S;1;2025-01-01
2025;1;SP;SOROCABA                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apostilada no Exercito;S;1;2025-01-01
2025;1;SP;SOROCABA                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Campanha do Desarmamento;S;1;2025-01-01
2025;1;SP;SUMARÉ                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.38 TPC                                           ;Apreensão de Arma de Fogo;S;1;2025-01-01
2025;1;SP;SÃO JOAQUIM DA BARRA               ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Sub Judice;N;1;2025-01-01
2025;1;SP;SÃO JOSÉ DO RIO PARDO              ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9x19mm                                            ;Extravio/Perda de Arma de Fogo;N;1;2025-01-01
2025;1;SP;SÃO JOSÉ DO RIO PRETO              ;Revolver                                          ;INA (INDÚSTRIA NACIONAL DE ARMAS)                                     ;.32                                               ;Apostilada no Exercito;S;1;2025-01-01
